2023-05-04 13:47:21,024; CRITICAL; MainThread          ; logger    ; <module>                 ( 45); PROGRAM START
2023-05-04 13:49:04,710; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (249); VG1 :Axes moved to: (r:1785, h:1080, v:700)
2023-05-04 13:49:04,711; INFO    ; VG1                 ; robot_3d  ; move_to_position         (207); VG1 :Position reached: (r:1785, h:1080, v:700)
2023-05-04 13:49:04,712; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: END
2023-05-04 13:49:04,713; INFO    ; VG1                 ; vac_robot ; release                  ( 80); VG1 :Releasing
2023-05-04 13:49:04,714; INFO    ; VG1                 ; actuator  ; stop                     (284); VG1_VALVE_VACUUM :Stopped actuator
2023-05-04 13:49:04,722; INFO    ; VG1                 ; robot_3d  ; move_to_position         (170); VG1 :Moving to Position: (r:-, h:-, v:500)
2023-05-04 13:49:04,724; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: TO_DESTINATION
2023-05-04 13:49:04,725; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:-, h:-, v:500)
2023-05-04 13:49:04,736; INFO    ; VG1_UP              ; actuator  ; run_to_encoder_value     (163); VG1_UP :Actuator running to value: 500, at: VG1_VERTICAL_ENCODER
2023-05-04 13:49:04,738; INFO    ; VG1_UP              ; actuator  ; start                    (274); VG1_UP :Started actuator
2023-05-04 13:49:05,265; INFO    ; VG1_UP              ; sensor    ; wait_for_encoder         (174); VG1_VERTICAL_ENCODER :Value reached: 537
2023-05-04 13:49:05,266; INFO    ; VG1_UP              ; actuator  ; run_to_encoder_value     (183); VG1_UP :Stopped at: 537
2023-05-04 13:49:05,267; INFO    ; VG1_UP              ; actuator  ; stop                     (284); VG1_UP :Stopped actuator
2023-05-04 13:49:05,268; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (249); VG1 :Axes moved to: (r:-, h:-, v:500)
2023-05-04 13:49:05,269; INFO    ; VG1                 ; robot_3d  ; move_to_position         (207); VG1 :Position reached: (r:-, h:-, v:500)
2023-05-04 13:49:05,270; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: END
2023-05-04 13:49:05,291; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: WH
2023-05-04 13:49:05,314; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): WH_SENS_OUT
2023-05-04 13:49:05,315; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): WH_SENS_OUT
2023-05-04 13:49:05,316; INFO    ; WH                  ; warehouse ; store_product            (164); Store product at: SHELF_1_1(1540,200)
2023-05-04 13:49:05,318; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: CB_FWD
2023-05-04 13:49:05,318; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH_CB: Switching state to: RUN
2023-05-04 13:49:05,320; DEBUG   ; WH                  ; actuator  ; __init__                 ( 59); Created Actuator: WH_CB
2023-05-04 13:49:05,320; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_CB_FWD :Actuator running to sensor: WH_SENS_IN
2023-05-04 13:49:05,321; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): WH_SENS_IN
2023-05-04 13:49:05,321; INFO    ; WH                  ; actuator  ; start                    (274); WH_CB_FWD :Started actuator
2023-05-04 13:49:05,984; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_SENS_IN :Detection
2023-05-04 13:49:05,985; INFO    ; WH                  ; actuator  ; stop                     (284); WH_CB_FWD :Stopped actuator
2023-05-04 13:49:05,985; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): WH_SENS_IN
2023-05-04 13:49:05,986; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH_CB: Switching state to: END
2023-05-04 13:49:05,987; DEBUG   ; WH                  ; actuator  ; __del__                  ( 63); Destroyed Actuator: WH_CB
2023-05-04 13:49:05,988; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: GETTING_PRODUCT
2023-05-04 13:49:05,989; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (-1,1300)
2023-05-04 13:49:05,995; INFO    ; WH_ARM_UP           ; actuator  ; run_to_encoder_value     (163); WH_ARM_UP :Actuator running to value: 1300, at: WH_VERTICAL_ENCODER
2023-05-04 13:49:05,996; INFO    ; WH_ARM_UP           ; actuator  ; start                    (274); WH_ARM_UP :Started actuator
2023-05-04 13:49:06,246; INFO    ; WH_ARM_UP           ; sensor    ; wait_for_encoder         (174); WH_VERTICAL_ENCODER :Value reached: 1337
2023-05-04 13:49:06,247; INFO    ; WH_ARM_UP           ; actuator  ; run_to_encoder_value     (183); WH_ARM_UP :Stopped at: 1337
2023-05-04 13:49:06,248; INFO    ; WH_ARM_UP           ; actuator  ; stop                     (284); WH_ARM_UP :Stopped actuator
2023-05-04 13:49:06,250; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (-1,1300)
2023-05-04 13:49:06,252; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_BWD :Actuator running to sensor: WH_REF_SW_ARM_BACK
2023-05-04 13:49:06,255; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:06,255; INFO    ; WH                  ; actuator  ; start                    (274); WH_ARM_BWD :Started actuator
2023-05-04 13:49:09,644; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_REF_SW_ARM_BACK :Detection
2023-05-04 13:49:09,645; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_BWD :Stopped actuator
2023-05-04 13:49:09,645; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:09,646; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: MOVING_TO_RACK
2023-05-04 13:49:09,647; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (1540,100)
2023-05-04 13:49:09,651; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; run_to_encoder_value     (163); WH_CRANE_TO_RACK :Actuator running to value: 1540, at: WH_HORIZONTAL_ENCODER
2023-05-04 13:49:09,655; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; start                    (274); WH_CRANE_TO_RACK :Started actuator
2023-05-04 13:49:09,658; INFO    ; WH_ARM_UP           ; actuator  ; run_to_encoder_value     (163); WH_ARM_UP :Actuator running to value: 100, at: WH_VERTICAL_ENCODER
2023-05-04 13:49:09,659; INFO    ; WH_ARM_UP           ; actuator  ; start                    (274); WH_ARM_UP :Started actuator
2023-05-04 13:49:12,984; INFO    ; WH_ARM_UP           ; sensor    ; wait_for_encoder         (174); WH_VERTICAL_ENCODER :Value reached: 139
2023-05-04 13:49:12,985; INFO    ; WH_ARM_UP           ; actuator  ; run_to_encoder_value     (183); WH_ARM_UP :Stopped at: 139
2023-05-04 13:49:12,986; INFO    ; WH_ARM_UP           ; actuator  ; stop                     (284); WH_ARM_UP :Stopped actuator
2023-05-04 13:49:13,804; INFO    ; WH_CRANE_TO_RACK    ; sensor    ; wait_for_encoder         (174); WH_HORIZONTAL_ENCODER :Value reached: 1501
2023-05-04 13:49:13,805; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; run_to_encoder_value     (183); WH_CRANE_TO_RACK :Stopped at: 1501
2023-05-04 13:49:13,806; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; stop                     (284); WH_CRANE_TO_RACK :Stopped actuator
2023-05-04 13:49:13,808; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (1540,100)
2023-05-04 13:49:13,809; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: SETTING_PRODUCT
2023-05-04 13:49:13,809; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_FWD :Actuator running to sensor: WH_REF_SW_ARM_FRONT
2023-05-04 13:49:13,811; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_FRONT
2023-05-04 13:49:13,812; INFO    ; WH                  ; actuator  ; start                    (274); WH_ARM_FWD :Started actuator
2023-05-04 13:49:17,204; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_REF_SW_ARM_FRONT :Detection
2023-05-04 13:49:17,205; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_FWD :Stopped actuator
2023-05-04 13:49:17,206; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_FRONT
2023-05-04 13:49:17,207; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (-1,200)
2023-05-04 13:49:17,213; INFO    ; WH_ARM_DOWN         ; actuator  ; run_to_encoder_value     (163); WH_ARM_DOWN :Actuator running to value: 200, at: WH_VERTICAL_ENCODER
2023-05-04 13:49:17,214; INFO    ; WH_ARM_DOWN         ; actuator  ; start                    (274); WH_ARM_DOWN :Started actuator
2023-05-04 13:49:17,424; INFO    ; WH_ARM_DOWN         ; sensor    ; wait_for_encoder         (174); WH_VERTICAL_ENCODER :Value reached: 166
2023-05-04 13:49:17,425; INFO    ; WH_ARM_DOWN         ; actuator  ; run_to_encoder_value     (183); WH_ARM_DOWN :Stopped at: 166
2023-05-04 13:49:17,427; INFO    ; WH_ARM_DOWN         ; actuator  ; stop                     (284); WH_ARM_DOWN :Stopped actuator
2023-05-04 13:49:17,428; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (-1,200)
2023-05-04 13:49:17,429; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_BWD :Actuator running to sensor: WH_REF_SW_ARM_BACK
2023-05-04 13:49:17,431; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:17,433; INFO    ; WH                  ; actuator  ; start                    (274); WH_ARM_BWD :Started actuator
2023-05-04 13:49:20,825; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_REF_SW_ARM_BACK :Detection
2023-05-04 13:49:20,826; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_BWD :Stopped actuator
2023-05-04 13:49:20,827; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:20,833; INFO    ; WH                  ; warehouse ; store_product            (204); Product stored at: (1540,200)
2023-05-04 13:49:20,835; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: END
2023-05-04 13:49:20,845; INFO    ; WH                  ; warehouse ; retrieve_product         (239); Retrieve product from: SHELF_1_1(1540,200)
2023-05-04 13:49:20,846; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: MOVING_TO_RACK
2023-05-04 13:49:20,848; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_BWD :Actuator running to sensor: WH_REF_SW_ARM_BACK
2023-05-04 13:49:20,849; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:20,849; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 89); WH_ARM_BWD :Actuator already at sensor: WH_REF_SW_ARM_BACK
2023-05-04 13:49:20,850; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_BWD :Stopped actuator
2023-05-04 13:49:20,851; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:20,852; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (1540,200)
2023-05-04 13:49:20,855; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; move_axis                (255); WH_CRANE_TO_RACK :Axis already at position
2023-05-04 13:49:20,860; INFO    ; WH_ARM_UP           ; actuator  ; move_axis                (255); WH_ARM_UP :Axis already at position
2023-05-04 13:49:20,862; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (1540,200)
2023-05-04 13:49:20,863; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: GETTING_PRODUCT
2023-05-04 13:49:20,866; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_FWD :Actuator running to sensor: WH_REF_SW_ARM_FRONT
2023-05-04 13:49:20,867; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_FRONT
2023-05-04 13:49:20,868; INFO    ; WH                  ; actuator  ; start                    (274); WH_ARM_FWD :Started actuator
2023-05-04 13:49:24,264; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_REF_SW_ARM_FRONT :Detection
2023-05-04 13:49:24,265; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_FWD :Stopped actuator
2023-05-04 13:49:24,266; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_FRONT
2023-05-04 13:49:24,267; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (-1,100)
2023-05-04 13:49:24,274; INFO    ; WH_ARM_UP           ; actuator  ; run_to_encoder_value     (163); WH_ARM_UP :Actuator running to value: 100, at: WH_VERTICAL_ENCODER
2023-05-04 13:49:24,275; INFO    ; WH_ARM_UP           ; actuator  ; start                    (274); WH_ARM_UP :Started actuator
2023-05-04 13:49:24,545; INFO    ; WH_ARM_UP           ; sensor    ; wait_for_encoder         (174); WH_VERTICAL_ENCODER :Value reached: 132
2023-05-04 13:49:24,545; INFO    ; WH_ARM_UP           ; actuator  ; run_to_encoder_value     (183); WH_ARM_UP :Stopped at: 132
2023-05-04 13:49:24,546; INFO    ; WH_ARM_UP           ; actuator  ; stop                     (284); WH_ARM_UP :Stopped actuator
2023-05-04 13:49:24,548; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (-1,100)
2023-05-04 13:49:24,550; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_BWD :Actuator running to sensor: WH_REF_SW_ARM_BACK
2023-05-04 13:49:24,551; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:24,552; INFO    ; WH                  ; actuator  ; start                    (274); WH_ARM_BWD :Started actuator
2023-05-04 13:49:27,964; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_REF_SW_ARM_BACK :Detection
2023-05-04 13:49:27,965; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_BWD :Stopped actuator
2023-05-04 13:49:27,966; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:27,967; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: MOVING_TO_CB
2023-05-04 13:49:27,968; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (0,1300)
2023-05-04 13:49:27,974; INFO    ; WH_CRANE_TO_CB      ; actuator  ; run_to_encoder_start     (213); WH_CRANE_TO_CB :Actuator running to encoder start
2023-05-04 13:49:27,976; INFO    ; WH_CRANE_TO_CB      ; actuator  ; run_to_sensor            ( 82); WH_CRANE_TO_CB :Actuator running to sensor: WH_REF_SW_HORIZONTAL
2023-05-04 13:49:27,978; DEBUG   ; WH_CRANE_TO_CB      ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_HORIZONTAL
2023-05-04 13:49:27,979; INFO    ; WH_CRANE_TO_CB      ; actuator  ; start                    (274); WH_CRANE_TO_CB :Started actuator
2023-05-04 13:49:27,982; INFO    ; WH_ARM_DOWN         ; actuator  ; run_to_encoder_value     (163); WH_ARM_DOWN :Actuator running to value: 1300, at: WH_VERTICAL_ENCODER
2023-05-04 13:49:27,983; INFO    ; WH_ARM_DOWN         ; actuator  ; start                    (274); WH_ARM_DOWN :Started actuator
2023-05-04 13:49:30,828; INFO    ; WH_ARM_DOWN         ; sensor    ; wait_for_encoder         (174); WH_VERTICAL_ENCODER :Value reached: 1266
2023-05-04 13:49:30,830; INFO    ; WH_ARM_DOWN         ; actuator  ; run_to_encoder_value     (183); WH_ARM_DOWN :Stopped at: 1266
2023-05-04 13:49:30,831; INFO    ; WH_ARM_DOWN         ; actuator  ; stop                     (284); WH_ARM_DOWN :Stopped actuator
2023-05-04 13:49:31,984; INFO    ; WH_CRANE_TO_CB      ; sensor    ; wait_for_detect          (139); WH_REF_SW_HORIZONTAL :Detection
2023-05-04 13:49:31,986; INFO    ; WH_CRANE_TO_CB      ; actuator  ; stop                     (284); WH_CRANE_TO_CB :Stopped actuator
2023-05-04 13:49:31,987; DEBUG   ; WH_CRANE_TO_CB      ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_HORIZONTAL
2023-05-04 13:49:32,144; INFO    ; WH_CRANE_TO_CB      ; sensor    ; reset_encoder            (190); Reset encoder: WH_HORIZONTAL_ENCODER
2023-05-04 13:49:32,146; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (0,1300)
2023-05-04 13:49:32,147; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (55,-1)
2023-05-04 13:49:32,153; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; run_to_encoder_value     (163); WH_CRANE_TO_RACK :Actuator running to value: 55, at: WH_HORIZONTAL_ENCODER
2023-05-04 13:49:32,155; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; start                    (274); WH_CRANE_TO_RACK :Started actuator
2023-05-04 13:49:32,269; INFO    ; WH_CRANE_TO_RACK    ; sensor    ; wait_for_encoder         (174); WH_HORIZONTAL_ENCODER :Value reached: 20
2023-05-04 13:49:32,270; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; run_to_encoder_value     (183); WH_CRANE_TO_RACK :Stopped at: 20
2023-05-04 13:49:32,271; INFO    ; WH_CRANE_TO_RACK    ; actuator  ; stop                     (284); WH_CRANE_TO_RACK :Stopped actuator
2023-05-04 13:49:32,273; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (55,-1)
2023-05-04 13:49:32,275; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: SETTING_PRODUCT
2023-05-04 13:49:32,277; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_FWD :Actuator running to sensor: WH_REF_SW_ARM_FRONT
2023-05-04 13:49:32,279; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_FRONT
2023-05-04 13:49:32,280; INFO    ; WH                  ; actuator  ; start                    (274); WH_ARM_FWD :Started actuator
2023-05-04 13:49:35,664; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_REF_SW_ARM_FRONT :Detection
2023-05-04 13:49:35,665; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_FWD :Stopped actuator
2023-05-04 13:49:35,666; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_FRONT
2023-05-04 13:49:35,667; INFO    ; WH                  ; warehouse ; move_to_position         (294); Moving Crane to position: (-1,1400)
2023-05-04 13:49:35,673; INFO    ; WH_ARM_DOWN         ; actuator  ; run_to_encoder_value     (163); WH_ARM_DOWN :Actuator running to value: 1400, at: WH_VERTICAL_ENCODER
2023-05-04 13:49:35,674; INFO    ; WH_ARM_DOWN         ; actuator  ; start                    (274); WH_ARM_DOWN :Started actuator
2023-05-04 13:49:35,907; INFO    ; WH_ARM_DOWN         ; sensor    ; wait_for_encoder         (174); WH_VERTICAL_ENCODER :Value reached: 1368
2023-05-04 13:49:35,907; INFO    ; WH_ARM_DOWN         ; actuator  ; run_to_encoder_value     (183); WH_ARM_DOWN :Stopped at: 1368
2023-05-04 13:49:35,908; INFO    ; WH_ARM_DOWN         ; actuator  ; stop                     (284); WH_ARM_DOWN :Stopped actuator
2023-05-04 13:49:35,910; INFO    ; WH                  ; warehouse ; move_to_position         (318); Moved crane to: (-1,1400)
2023-05-04 13:49:35,911; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: CB_BWD
2023-05-04 13:49:35,912; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH_CB: Switching state to: RUN
2023-05-04 13:49:35,914; DEBUG   ; WH                  ; actuator  ; __init__                 ( 59); Created Actuator: WH_CB
2023-05-04 13:49:35,915; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_CB_BWD :Actuator running to sensor: WH_SENS_OUT
2023-05-04 13:49:35,916; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): WH_SENS_OUT
2023-05-04 13:49:35,917; INFO    ; WH                  ; actuator  ; start                    (274); WH_CB_BWD :Started actuator
2023-05-04 13:49:36,564; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_SENS_OUT :Detection
2023-05-04 13:49:36,766; INFO    ; WH                  ; actuator  ; stop                     (284); WH_CB_BWD :Stopped actuator
2023-05-04 13:49:36,767; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): WH_SENS_OUT
2023-05-04 13:49:36,768; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH_CB: Switching state to: END
2023-05-04 13:49:36,769; DEBUG   ; WH                  ; actuator  ; __del__                  ( 63); Destroyed Actuator: WH_CB
2023-05-04 13:49:36,773; INFO    ; WH                  ; warehouse ; retrieve_product         (273); Retrieved product from: (1540,200)
2023-05-04 13:49:36,774; INFO    ; WH                  ; actuator  ; run_to_sensor            ( 82); WH_ARM_BWD :Actuator running to sensor: WH_REF_SW_ARM_BACK
2023-05-04 13:49:36,775; DEBUG   ; WH                  ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:36,776; INFO    ; WH                  ; actuator  ; start                    (274); WH_ARM_BWD :Started actuator
2023-05-04 13:49:36,785; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: VG1_2
2023-05-04 13:49:36,808; INFO    ; VG1                 ; robot_3d  ; move_to_position         (170); VG1 :Moving to Position: (r:-, h:-, v:700)
2023-05-04 13:49:36,809; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: TO_DESTINATION
2023-05-04 13:49:36,810; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:-, h:-, v:700)
2023-05-04 13:49:36,820; INFO    ; VG1_DOWN            ; actuator  ; run_to_encoder_value     (163); VG1_DOWN :Actuator running to value: 700, at: VG1_VERTICAL_ENCODER
2023-05-04 13:49:36,821; INFO    ; VG1_DOWN            ; actuator  ; start                    (274); VG1_DOWN :Started actuator
2023-05-04 13:49:37,244; INFO    ; VG1_DOWN            ; sensor    ; wait_for_encoder         (174); VG1_VERTICAL_ENCODER :Value reached: 670
2023-05-04 13:49:37,245; INFO    ; VG1_DOWN            ; actuator  ; run_to_encoder_value     (183); VG1_DOWN :Stopped at: 670
2023-05-04 13:49:37,246; INFO    ; VG1_DOWN            ; actuator  ; stop                     (284); VG1_DOWN :Stopped actuator
2023-05-04 13:49:37,248; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (249); VG1 :Axes moved to: (r:-, h:-, v:700)
2023-05-04 13:49:37,250; INFO    ; VG1                 ; robot_3d  ; move_to_position         (207); VG1 :Position reached: (r:-, h:-, v:700)
2023-05-04 13:49:37,251; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: END
2023-05-04 13:49:37,256; INFO    ; VG1                 ; vac_robot ; grip                     ( 57); VG1 :Gripping
2023-05-04 13:49:37,260; INFO    ; VG1_COMPRESSOR      ; actuator  ; run_for_time             (122); VG1_COMPRESSOR :Actuator running for time: 0.3
2023-05-04 13:49:37,262; INFO    ; VG1_COMPRESSOR      ; actuator  ; start                    (274); VG1_COMPRESSOR :Started actuator
2023-05-04 13:49:37,460; INFO    ; VG1                 ; actuator  ; start                    (274); VG1_VALVE_VACUUM :Started actuator
2023-05-04 13:49:37,564; INFO    ; VG1_COMPRESSOR      ; actuator  ; run_for_time             (132); VG1_COMPRESSOR :Run time reached
2023-05-04 13:49:37,566; INFO    ; VG1_COMPRESSOR      ; actuator  ; stop                     (284); VG1_COMPRESSOR :Stopped actuator
2023-05-04 13:49:37,568; INFO    ; VG1                 ; robot_3d  ; move_to_position         (170); VG1 :Moving to Position: (r:97, h:815, v:1150)
2023-05-04 13:49:37,569; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: TO_MOVING_POS
2023-05-04 13:49:37,571; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:-, h:-, v:200)
2023-05-04 13:49:37,580; INFO    ; VG1_UP              ; actuator  ; run_to_encoder_value     (163); VG1_UP :Actuator running to value: 200, at: VG1_VERTICAL_ENCODER
2023-05-04 13:49:37,581; INFO    ; VG1_UP              ; actuator  ; start                    (274); VG1_UP :Started actuator
2023-05-04 13:49:38,888; INFO    ; VG1_UP              ; sensor    ; wait_for_encoder         (174); VG1_VERTICAL_ENCODER :Value reached: 236
2023-05-04 13:49:38,889; INFO    ; VG1_UP              ; actuator  ; run_to_encoder_value     (183); VG1_UP :Stopped at: 236
2023-05-04 13:49:38,890; INFO    ; VG1_UP              ; actuator  ; stop                     (284); VG1_UP :Stopped actuator
2023-05-04 13:49:38,891; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (249); VG1 :Axes moved to: (r:-, h:-, v:200)
2023-05-04 13:49:38,892; WARNING ; VG1                 ; machine   ; switch_state             ( 78); VG1: Switching state to: MOVING
2023-05-04 13:49:38,894; INFO    ; VG1                 ; robot_3d  ; move_all_axes            (219); VG1 :Moving axes to: (r:97, h:815, v:-)
2023-05-04 13:49:38,899; INFO    ; VG1_CW              ; actuator  ; run_to_encoder_value     (163); VG1_CW :Actuator running to value: 97, at: VG1_ROTATION_ENCODER
2023-05-04 13:49:38,902; INFO    ; VG1_CW              ; actuator  ; start                    (274); VG1_CW :Started actuator
2023-05-04 13:49:38,905; INFO    ; VG1_BWD             ; actuator  ; run_to_encoder_value     (163); VG1_BWD :Actuator running to value: 815, at: VG1_HORIZONTAL_ENCODER
2023-05-04 13:49:38,908; INFO    ; VG1_BWD             ; actuator  ; start                    (274); VG1_BWD :Started actuator
2023-05-04 13:49:38,913; INFO    ; VG1_BWD             ; actuator  ; set_pwm                  (298); VG1_HORIZONTAL_PWM :Set to 15%
2023-05-04 13:49:38,914; INFO    ; VG1_BWD             ; actuator  ; start                    (274); VG1_BWD :Started actuator
2023-05-04 13:49:40,164; INFO    ; WH                  ; sensor    ; wait_for_detect          (139); WH_REF_SW_ARM_BACK :Detection
2023-05-04 13:49:40,165; INFO    ; WH                  ; actuator  ; stop                     (284); WH_ARM_BWD :Stopped actuator
2023-05-04 13:49:40,166; DEBUG   ; WH                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): WH_REF_SW_ARM_BACK
2023-05-04 13:49:40,167; WARNING ; WH                  ; machine   ; switch_state             ( 78); WH: Switching state to: INIT
